
Tue, 01 Mar 2016 5:04:52 PM,
4849,
4849,triad_rand,1,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,TELEPHONE,RECEPTIONIST,THEMATIC,BASE,10.1395155742,TELEPHONE,RECEPTIONIST,7.43856946018,1.59122098307,1.10972513095,4.09024037347,6.18463547586,1.99584527108,1,2,0,
4849,triad_rand,2,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,10.4398016796,OVEN,PAN,6.39493359847,3.30735266174,0.737515419372,2.48940957605,4.58380467845,0.39501447366,0,1,2,
4849,triad_rand,3,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,SHIP,CAPTAIN,THEMATIC,BASE,9.66895310336,SHIP,CAPTAIN,7.82125171239,1.00409393467,0.843607456307,4.50876953867,0.319979333883,2.41437443628,0,1,2,
4849,triad_rand,4,DOG,CAT,BONE,POND,HOOD,QUEEN,BONE,DOG,THEMATIC,BASE,5.48841607838,BONE,DOG,4.70825368492,0.349403389962,0.430759003502,3.23487620225,5.32927130465,1.14048109986,2,1,0,
4849,triad_rand,5,PANTS,DRESS,POCKET,ICE,TEETH,DOG,POCKET,PANTS,THEMATIC,BASE,5.43109271571,POCKET,PANTS,4.20612660015,0.420332811773,0.804633303778,2.16464764842,4.25904275082,0.0702525460303,2,1,0,
4849,triad_rand,6,BICYCLE,CAR,HELMET,FISH,BEER,BANK,HELMET,BICYCLE,THEMATIC,BASE,4.91013439209,HELMET,BICYCLE,4.16600630479,0.262470675982,0.481657411321,2.09324151586,4.18763661826,6.28203172065,1,2,0,
4849,triad_rand,7,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,DESERT,CAMEL,THEMATIC,BASE,7.70507481066,ANTELOPE,ANTELOPE,DESERT,CAMEL,2.71706130577,2.63978208066,0.62967139273,0.811493938556,0.907066092943,4.21743380674,0.0286436019575,2.12303870435,1,0,2,
4849,triad_rand,8,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,5.40678071592,CHAIR,SOFA,4.60589472298,0.380342624499,0.42054336844,4.50906849566,0.320278290878,2.41467339327,0,1,2,
4849,triad_rand,9,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BABY,BOTTLE,THEMATIC,BASE,4.46170982544,BABY,BOTTLE,3.80749402603,0.209572643042,0.44464315637,1.9658466151,4.06024171749,6.15463681988,2,1,0,
4849,triad_rand,10,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,BANK,BASE,THEMATIC,10.060408877,ROBBERY,BANK,9.40842246125,0.394177448819,0.257808966911,5.24931587306,1.06052566827,3.15492077067,2,1,0,
4849,triad_rand,11,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,BASE,THEMATIC,3.86294555385,WAITRESS,RESTAURANT,2.95939403411,0.269547826378,0.634003693354,2.24076906296,4.33516416536,0.146373960571,2,0,1,
4849,triad_rand,12,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,MOUSE,BASE,THEMATIC,4.80571985524,COMPUTER,MOUSE,3.63324721262,0.431180778774,0.741291863844,4.92400944243,0.735219237645,2.82961434004,1,2,0,
4849,triad_rand,13,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,TAXONOMIC,BASE,3.8531268643,LAKE,RIVER,3.02708234149,0.282943991246,0.543100531562,2.59441121424,4.68880631664,0.500016111851,0,1,2,
4849,triad_rand,14,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,WINGS,FLY,THEMATIC,BASE,4.69518229377,WINGS,FLY,4.04298730777,0.182174135582,0.470020850422,0.674226539751,2.76862164214,4.86301674454,2,0,1,
4849,triad_rand,15,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,FARM,COW,THEMATIC,BASE,3.47265909775,FARM,COW,2.63736200437,0.369266885798,0.466030207579,1.36902614917,3.46342125156,5.55781635395,1,2,0,
4849,triad_rand,16,SPOON,LADLE,CEREAL,LION,TREE,STEREO,CEREAL,SPOON,THEMATIC,BASE,2.42366463772,CEREAL,SPOON,1.90449472051,0.211901345639,0.307268571574,5.57339441433,1.38460420955,3.47899931194,2,1,0,
4849,triad_rand,17,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,4.77935923263,CITY,VILLAGE,4.0634460561,0.483909307048,0.232003869489,4.78460994202,0.595819737233,2.69021483963,1,2,0,
4849,triad_rand,18,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,4.94059921219,CAR,SEATBELT,4.29093984375,0.417419119505,0.232240248937,6.15512202124,1.96633181646,4.06072691885,0,1,2,
4849,triad_rand,19,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,4.57655717514,COCONUT,BEACH,3.70295765763,0.386103796423,0.487495721085,3.4200068398,5.51440194219,1.32561173741,1,0,2,
4849,triad_rand,20,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,ICE,BASE,THEMATIC,3.18108890858,PENGUIN,ICE,2.48284725449,0.270700921654,0.427540732431,3.72276885273,5.81716395513,1.62837375034,1,0,2,
4849,triad_rand,21,BIRD,BAT,NEST,BONE,RAIN,BRACKET,NEST,BIRD,THEMATIC,BASE,6.54205006617,NEST,BIRD,5.79686985817,0.204109759652,0.541070448351,3.36493420057,5.45932930297,1.27053909818,1,2,0,
4849,triad_rand,22,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,TEMPLE,RABBI,THEMATIC,BASE,4.26845895767,TEMPLE,RABBI,3.48903980246,0.125224212883,0.654194942326,3.47264805568,5.56704315807,1.37825295329,2,1,0,
4849,triad_rand,23,CROWN,HAT,KING,SHOVEL,NOSE,TENT,KING,CROWN,THEMATIC,BASE,2.91508578183,KING,CROWN,1.72009120148,0.258714426309,0.936280154041,3.13503253025,5.22942763264,1.04063742786,0,2,1,
4849,triad_rand,24,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,4.78655457287,CAKE,DONUT,4.15928868961,0.316180477384,0.311085405876,1.40280899606,3.49720409845,5.59159920084,2,1,0,
4849,triad_rand,25,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,THEMATIC,BASE,3.62756946881,GRASS,LAWNMOWER,2.94492654689,0.275154060568,0.407488861354,4.32436892065,0.135578715868,2.22997381826,2,0,1,
4849,triad_rand,26,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,HANDCUFFS,POLICE,THEMATIC,BASE,2.86193978216,HANDCUFFS,POLICE,2.24403572048,0.175878295675,0.442025766009,1.02461668053,3.11901178292,5.21340688531,1,0,2,
4849,triad_rand,27,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,5.4209631572,SNOW,RAIN,4.55035877379,0.407631218783,0.462973164627,5.42325545687,1.23446525208,3.32886035447,0,1,2,
4849,triad_rand,28,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SAILOR,SHIP,THEMATIC,BASE,3.52599579026,SAILOR,SHIP,2.91845998401,0.201102707302,0.406433098949,6.27124132047,2.08245111569,4.17684621808,0,1,2,
4849,triad_rand,29,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,BISCUIT,BASE,TAXONOMIC,2.96067856147,COOKIE,BISCUIT,2.31955037557,0.245320579037,0.395807606867,6.20169358563,2.01290338084,4.10729848323,1,2,0,
4849,triad_rand,30,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SMILE,HAPPY,THEMATIC,BASE,5.07143628038,SMILE,HAPPY,4.35736878449,0.23566742125,0.478400074644,2.58795553045,4.68235063284,0.493560428056,2,1,0,
4849,triad_rand,31,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,FOOT,SHOE,THEMATIC,BASE,2.82551117893,FOOT,SHOE,1.7089366694,0.280199803645,0.83637470589,3.29065684572,5.38505194812,1.19626174333,0,2,1,
4849,triad_rand,32,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,4.11649207468,TORTILLA,BEANS,3.34819004114,0.453504740493,0.314797293046,5.71834147212,1.52955126733,3.62394636973,2,0,1,
4849,triad_rand,33,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,2.84185546683,MONKEY,BANANA,2.11918461637,0.418072308297,0.304598542163,5.98876549229,1.7999752875,3.89437038989,1,0,2,
4849,triad_rand,34,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,BAMBOO,PANDA,THEMATIC,BASE,3.39305249415,BAMBOO,PANDA,2.74588967767,0.154879251029,0.492283565458,1.44980723257,3.54420233496,5.63859743735,2,1,0,
