
Fri, 11 Mar 2016 2:29:43 PM,
4900,
4900,sextet_rand,1,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,PASTOR,RABBI,TAXONOMIC,BASE,11.2418503684,PASTOR,RABBI,8.6111861153,1.06487194798,1.56579230516,1,4,2,0,3,5,
4900,sextet_rand,2,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,8.27938505542,COMPUTER,TABLET,6.71387978271,0.46844597999,1.09705929272,1,2,3,5,0,4,
4900,sextet_rand,3,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,HOSTESS,RECEPTIONIST,TAXONOMIC,BASE,8.92569770012,HOSTESS,RECEPTIONIST,7.29095474142,0.511322050123,1.12342090858,5,1,0,4,2,3,
4900,sextet_rand,4,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,FIREMAN,POLICE,TAXONOMIC,BASE,7.54078010516,FIREMAN,POLICE,6.12690734118,0.634082817473,0.779789946508,5,2,4,0,1,3,
4900,sextet_rand,5,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,BEACH,COCONUT,THEMATIC,BASE,12.1190022,BEACH,COCONUT,7.26513209776,3.23627690948,1.61759319273,0,5,4,3,2,1,
4900,sextet_rand,6,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,12.7132143446,ROBBERY,TREASON,10.7036466014,1.24241085933,0.767156883841,3,1,4,5,2,0,
4900,sextet_rand,7,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,8.54971915856,CAR,CAR,CAR,BIKE,5.7563579143,0.000421775272116,0.40610236628,1.61417826987,0.772658832837,5,1,4,2,0,3,
4900,sextet_rand,8,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,15.3009935885,ROCKET,MISSILE,9.25070400699,5.50367116625,0.546618415276,0,5,1,3,4,2,
4900,sextet_rand,9,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,12.9109262966,PACKAGE,DELIVERY,10.9901981945,1.34780733148,0.572920770617,5,1,0,4,2,3,
4900,sextet_rand,10,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,WINGS,FLY,THEMATIC,BASE,9.43499761308,WINGS,FLY,FLY,FLY,6.73667120677,0.857570402557,0.000285707879812,0.858448714484,0.982021581382,2,3,0,1,4,5,
4900,sextet_rand,11,CROWN,HAT,KING,SHOVEL,NOSE,TENT,HAT,CROWN,TAXONOMIC,BASE,13.0911358998,HAT,HAT,HAT,CROWN,10.8611518503,0.000210556667298,0.420686056837,0.949953750474,0.859133685473,3,1,5,0,2,4,
4900,sextet_rand,12,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BAGEL,TORTILLA,TAXONOMIC,BASE,10.2814661227,BAGEL,TORTILLA,9.4183527194,0.372153099859,0.490960303461,3,4,1,0,5,2,
4900,sextet_rand,13,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,AIRPLANE,SUBMARINE,TAXONOMIC,BASE,9.33063439117,AIRPLANE,SUBMARINE,8.037911769,0.592254895251,0.700467726914,0,3,5,4,2,1,
4900,sextet_rand,14,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,GOOSE,PENGUIN,TAXONOMIC,BASE,10.5543937793,GOOSE,PENGUIN,9.7253220093,0.379040881759,0.450030888198,5,2,4,3,0,1,
4900,sextet_rand,15,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,10.9650456237,OVEN,MICROWAVE,9.27865737746,0.739253503969,0.94713474228,4,3,0,5,1,2,
