
Tue, 03 May 2016 4:33:40 PM,
5017,
5017,triad_base,1,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,BULLET,BASE,THEMATIC,6.65683683101,BULLET,5.79678113293,0.860055698082,0,1,2,
5017,triad_base,2,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,COMB,BASE,TAXONOMIC,8.18796907552,COMB,7.53727645706,0.650692618452,0,2,1,
5017,triad_base,3,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,4.34275695309,CANOE,2.372803309,1.96995364409,0,1,2,
5017,triad_base,4,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,WINGS,BASE,THEMATIC,3.08932961617,WINGS,2.41360261664,0.675726999529,0,2,1,
5017,triad_base,5,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,5.21892718133,PIG,4.4221758442,0.796751337126,0,1,2,
5017,triad_base,6,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,3.69706571475,RACOON,2.99008861184,0.706977102906,0,1,2,
5017,triad_base,7,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,4.07209410425,ANTELOPE,3.48609134834,0.58600275591,0,2,1,
5017,triad_base,8,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,1.86549044121,BAT,1.55214221403,0.313348227181,0,2,1,
5017,triad_base,9,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,4.04371862765,CAT,2.4741611341,1.56955749355,0,1,2,
5017,triad_base,10,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,4.63543388899,SMILE,1.26766506676,3.36776882224,0,2,1,
5017,triad_base,11,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,4.21713016648,BEE,3.7317436533,0.485386513174,0,1,2,
5017,triad_base,12,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,HELMET,BASE,THEMATIC,6.58572135121,HELMET,6.19320220128,0.392519149929,0,1,2,
5017,triad_base,13,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,3.28371040337,ONION,2.70852019079,0.575190212578,0,1,2,
5017,triad_base,14,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,BAGEL,BASE,TAXONOMIC,3.44707184099,BAGEL,2.91069455259,0.536377288401,0,2,1,
5017,triad_base,15,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,HARP,BASE,TAXONOMIC,2.70802889206,HARP,2.29220947344,0.415819418617,0,1,2,
5017,triad_base,16,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,2.64370419364,BUFFALO,2.23525458481,0.408449608833,0,1,2,
5017,triad_base,17,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,TOAST,BASE,TAXONOMIC,2.77304750122,TOAST,2.43992946949,0.333118031733,0,2,1,
5017,triad_base,18,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,2.18665011786,CAN,1.89188814256,0.294761975296,0,1,2,
5017,triad_base,19,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,RAPIDS,BASE,THEMATIC,6.25131051615,LAKE,RAPIDS,RAPIDS,RAPIDS,RAPIDS,LAKE,RAPIDS,0.842102771625,2.41554595996,0.739201527089,0.812748670578,0.283364111558,0.470918364823,0.403295607306,0.284133503214,0,1,2,
5017,triad_base,20,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,5.34791260958,PASTOR,4.66410732269,0.683805286884,0,1,2,
5017,triad_base,21,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,3.17487219349,BEAR,2.92700970639,0.2478624871,0,2,1,
5017,triad_base,22,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,2.28749545664,BOWL,2.05116392113,0.236331535503,0,2,1,
5017,triad_base,23,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,SCISSORS,BASE,TAXONOMIC,2.75091953017,SCISSORS,2.23673675768,0.514182772487,0,2,1,
5017,triad_base,24,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,3.0864093015,JUICE,2.62178412918,0.464625172317,0,1,2,
5017,triad_base,25,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,4.9655455295,KNIFE,4.36278333236,0.602762197144,0,2,1,
5017,triad_base,26,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,2.53487690724,BASEBALL,1.91467162035,0.62020528689,0,2,1,
5017,triad_base,27,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,2.24233173579,BUTTERFLY,1.75463671423,0.487695021555,0,1,2,
5017,triad_base,28,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,4.40726969671,SEATBELT,4.0261166282,0.381153068505,0,2,1,
5017,triad_base,29,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,2.52903164364,MICROWAVE,2.1081492668,0.420882376842,0,2,1,
5017,triad_base,30,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,BASE,THEMATIC,8.19400172029,GRASS,5.65222643688,2.5417752834,0,2,1,
5017,triad_base,31,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,2.4555699164,STEWARDESS,1.85819644388,0.597373472527,0,1,2,
5017,triad_base,32,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,2.7863201797,GOOSE,1.7474158816,1.0389042981,0,1,2,
5017,triad_base,33,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,8.19576099329,ORANGE,7.62897450384,0.566786489449,0,1,2,
5017,triad_base,34,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,1.51701734029,TREASON,1.15480608586,0.362211254425,0,2,1,
5017,triad_base,35,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,6.52616264671,HOSTESS,5.81707401853,0.70908862818,0,2,1,
