
Fri, 15 Apr 2016 11:39:19 AM,
4966,
4966,triad_goes,1,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,5.24532054737,CAN,3.99904355034,1.24627699703,0,2,1,
4966,triad_goes,2,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,BASE,THEMATIC,3.14189057238,GRASS,2.59932277165,0.54256780073,0,2,1,
4966,triad_goes,3,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,BASE,THEMATIC,7.56086912844,JAZZ,1.24986542203,6.31100370642,0,2,1,
4966,triad_goes,4,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,2.69511373062,HANDCUFFS,1.26923774648,1.42587598413,0,2,1,
4966,triad_goes,5,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,3.16245440394,SEATBELT,2.69955167081,0.462902733125,0,1,2,
4966,triad_goes,6,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,BUS,BASE,TAXONOMIC,5.68561412394,BUS,4.39085185248,1.29476227146,0,1,2,
4966,triad_goes,7,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,5.62783483602,GLOVE,5.27409216762,0.353742668405,0,2,1,
4966,triad_goes,8,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,2.21639994904,BEE,1.83658583555,0.37981411349,0,1,2,
4966,triad_goes,9,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,1.72125867475,BLEACH,1.38281588908,0.338442785665,0,1,2,
4966,triad_goes,10,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,2.02737551369,GOOSE,1.73293404561,0.294441468082,0,1,2,
4966,triad_goes,11,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,2.40267223213,BOWL,2.10611790046,0.296554331668,0,2,1,
4966,triad_goes,12,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,1.5561381951,PILOT,1.27385048941,0.28228770569,0,2,1,
4966,triad_goes,13,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,2.34705281723,PASTOR,2.05102355685,0.296029260382,0,1,2,
4966,triad_goes,14,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,5.9573262576,QUARTERBACK,BASEBALL,BASEBALL,BASEBALL,BASEBALL,QUARTERBACK,BASEBALL,1.03298675176,1.19153126609,0.383241307922,0.47951098904,0.834896406159,1.22858450096,0.257585548796,0.548989486881,0,2,1,
4966,triad_goes,15,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,2.00391518511,RAIN,1.12485259213,0.879062592983,0,1,2,
4966,triad_goes,16,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,1.65724044573,PEN,1.16188894305,0.495351502672,0,2,1,
4966,triad_goes,17,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,COMB,BASE,TAXONOMIC,4.27794080973,COMB,2.55030547455,1.72763533518,0,2,1,
4966,triad_goes,18,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,6.26363313105,BEAR,2.20904101431,4.05459211674,0,1,2,
4966,triad_goes,19,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,2.97938054986,MISSILE,1.84423809499,1.13514245488,0,1,2,
4966,triad_goes,20,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,12.1754394742,KIDNEY,BUTCHER,BUTCHER,BUTCHER,KIDNEY,BUTCHER,0.962596497498,2.29913234245,0.375753258355,2.06392155588,0.250336197205,0.269744609483,5.9539550133,0,2,1,
