
Wed, 09 Mar 2016 12:30:39 PM,
4892,
4892,triad_goes,1,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,2.50670607248,BEACH,1.94862617576,0.558079896728,0,2,1,
4892,triad_goes,2,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,WINGS,BASE,THEMATIC,1.7909848087,WINGS,1.3104591025,0.480525706196,0,1,2,
4892,triad_goes,3,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,SAILOR,BASE,THEMATIC,1.42871321947,SAILOR,0.942341881339,0.486371338135,0,1,2,
4892,triad_goes,4,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,HELMET,BASE,THEMATIC,2.05485001719,HELMET,1.62789806887,0.42695194832,0,1,2,
4892,triad_goes,5,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,THREAD,BASE,THEMATIC,1.96172248339,CONFIRM,THREAD,1.53001940716,0.164191507036,0.267511569196,0,1,2,
4892,triad_goes,6,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,BASE,THEMATIC,1.37509940239,KING,0.979562304216,0.395537098171,0,1,2,
4892,triad_goes,7,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,0.941621150589,SOFA,0.480952781392,0.460668369196,0,2,1,
4892,triad_goes,8,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,0.759463686496,PEN,0.386819469044,0.372644217452,0,2,1,
4892,triad_goes,9,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,4.9553494635,AIRPLANE,OCEAN,OCEAN,OCEAN,OCEAN,OCEAN,0.360428544926,0.738460861146,0.554727191804,0.500097002368,1.66293080803,0.971678299131,0.167026756098,0,2,1,
4892,triad_goes,10,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,1.30860612611,BUFFALO,0.420936810784,0.887669315329,0,1,2,
4892,triad_goes,11,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,1.25648972089,PIG,0.968115367228,0.288374353666,0,1,2,
4892,triad_goes,12,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,2.44727343996,MICROWAVE,1.41711399192,1.03015944804,0,1,2,
4892,triad_goes,13,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,2.23677507299,LAKE,1.58587222314,0.650902849855,0,1,2,
4892,triad_goes,14,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,GRAVY,BASE,THEMATIC,1.61441308958,GRAVY,1.25284269801,0.361570391571,0,1,2,
4892,triad_goes,15,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,1.15193114104,BANANA,0.54327661288,0.608654528158,0,2,1,
4892,triad_goes,16,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,GRASS,BASE,THEMATIC,0.974437734112,GRASS,0.52654122794,0.447896506172,0,1,2,
4892,triad_goes,17,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,POCKET,BASE,THEMATIC,1.07602632092,POCKET,0.66553629702,0.410490023904,0,2,1,
4892,triad_goes,18,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,LUNGS,BASE,THEMATIC,1.71958414139,LUNGS,0.959763566032,0.75982057536,0,1,2,
4892,triad_goes,19,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,1.46491395915,HANDCUFFS,1.15123126726,0.313682691893,0,2,1,
4892,triad_goes,20,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,COMB,BASE,TAXONOMIC,3.10815263237,COMB,FLOSS,2.03596866271,0.824622104876,0.247561864788,0,1,2,
4892,triad_goes,21,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,BASE,THEMATIC,1.40372138005,SALAD,1.16284307535,0.240878304699,0,1,2,
4892,triad_goes,22,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,COURT,BASE,TAXONOMIC,1.52890603221,COURT,0.931579257594,0.597326774616,0,2,1,
4892,triad_goes,23,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,3.66702443897,PASTOR,1.97822148725,1.68880295171,0,1,2,
4892,triad_goes,24,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,37.0554154778,ANTELOPE,DESERT,35.7804916727,1.06751196622,0.207411838928,0,1,2,
4892,triad_goes,25,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,CRATE,BASE,TAXONOMIC,1.94549329788,CRATE,1.53134466405,0.414148633834,0,1,2,
