
Wed, 27 Apr 2016 11:07:09 AM,
5000,
5000,sextet_base,1,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,17.2113184184,MICROWAVE,16.091540073,1.11977834534,0,3,1,2,4,5,
5000,sextet_base,2,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,14.5937191499,BUTCHER,13.8708326248,0.722886525095,0,1,2,5,4,3,
5000,sextet_base,3,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,4.66533997469,FLOSS,3.69507201668,0.970267958008,0,5,2,4,3,1,
5000,sextet_base,4,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,6.70759193879,TELEPHONE,3.71271154284,2.99488039594,0,4,5,1,2,3,
5000,sextet_base,5,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,12.2116398821,CANOE,11.1664530188,1.04518686328,0,2,3,5,4,1,
5000,sextet_base,6,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,11.1173784472,STEWARDESS,10.521676545,0.595701902173,0,5,1,2,3,4,
5000,sextet_base,7,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,4.99827944953,DONUT,4.23243082501,0.76584862452,0,4,1,3,2,5,
5000,sextet_base,8,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,8.53049349412,ANTELOPE,7.70663350262,0.823859991506,0,1,2,4,5,3,
5000,sextet_base,9,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,4.33778628148,PIG,3.27884428855,1.05894199293,0,5,3,2,1,4,
5000,sextet_base,10,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,6.22458257526,BUFFALO,4.14400509,2.08057748526,0,2,3,4,1,5,
5000,sextet_base,11,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,4.12252222002,ANT,2.97736137826,1.14516084176,0,3,1,2,4,5,
5000,sextet_base,12,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,13.6849225266,VILLAGE,5.70912212506,7.97580040153,0,1,4,3,2,5,
5000,sextet_base,13,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,3.80589833856,ONION,2.80702296924,0.998875369318,0,3,2,4,5,1,
5000,sextet_base,14,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,3.82172031142,PIN,2.74923441,1.07248590142,0,3,1,2,5,4,
5000,sextet_base,15,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,3.75807949994,BUTTERFLY,2.86498633027,0.893093169667,0,5,3,4,1,2,
5000,sextet_base,16,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,2.69328028709,JUICE,2.05497019365,0.638310093433,0,1,2,3,4,5,
5000,sextet_base,17,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,8.52496767137,ALCOHOL,5.35534270946,3.16962496191,0,4,5,3,1,2,
5000,sextet_base,18,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,BASE,TAXONOMIC,4.40055307932,DRESS,3.05411968566,1.34643339366,0,4,3,2,5,1,
5000,sextet_base,19,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,2.92256366927,LEMONADE,2.31239385251,0.610169816762,0,2,1,3,5,4,
5000,sextet_base,20,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BAGEL,BASE,TAXONOMIC,7.39869977161,BAGEL,5.34277676977,2.05592300184,0,2,5,1,4,3,
5000,sextet_base,21,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,10.0150635019,GLOVE,7.95994465891,2.05511884298,0,2,5,3,1,4,
5000,sextet_base,22,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,3.92861522362,PEN,3.05824675411,0.870368469507,0,3,5,1,2,4,
5000,sextet_base,23,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,3.30262409523,BEE,2.90627091937,0.396353175864,0,5,1,4,3,2,
5000,sextet_base,24,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,5.32976786327,BOWL,2.92806697823,2.40170088504,0,2,4,3,1,5,
5000,sextet_base,25,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,3.53440470714,KNIFE,2.0019393852,1.53246532194,0,2,1,3,5,4,
5000,sextet_base,26,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,4.74921918102,RAIN,3.14236366563,1.60685551539,0,4,5,1,3,2,
5000,sextet_base,27,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,2.98475507367,PASTOR,1.98009300325,1.00466207042,0,1,3,4,5,2,
5000,sextet_base,28,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,BASE,TAXONOMIC,5.91462636273,SAD,5.42699233908,0.487634023651,0,5,3,1,4,2,
5000,sextet_base,29,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,4.39789461996,TABLET,3.6694915425,0.728403077461,0,2,5,1,3,4,
5000,sextet_base,30,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,FIREMAN,BASE,TAXONOMIC,5.87806542218,FIREMAN,4.3751460826,1.50291933957,0,2,4,5,3,1,
5000,sextet_base,31,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,8.4598688446,BLEACH,7.12131051719,1.33855832741,0,3,5,4,2,1,
5000,sextet_base,32,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,3.01798482798,GOLD,2.08331109677,0.934673731215,0,5,3,4,2,1,
5000,sextet_base,33,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,7.67582913768,PILOT,6.86691545136,0.808913686313,0,4,3,5,2,1,
5000,sextet_base,34,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,3.42805174831,TREASON,2.88909885753,0.538952890784,0,2,4,1,3,5,
