
Tue, 26 Apr 2016 4:52:20 PM,
4999,
4999,sextet_base,1,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,12.567682134,DELIVERY,11.5144993654,1.05318276864,0,2,3,1,5,4,
4999,sextet_base,2,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,6.22122854646,DESERT,4.39893515967,1.82229338679,0,2,1,4,3,5,
4999,sextet_base,3,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,BASE,THEMATIC,4.90033225808,KING,KING,KING,2.76834221371,0.000148649327457,0.720644545741,1.41119684931,0,2,4,5,1,3,
4999,sextet_base,4,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,3.34115520772,BABY,2.64352537598,0.697629831731,0,3,2,4,1,5,
4999,sextet_base,5,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,SAILOR,BASE,THEMATIC,4.25255599525,SAILOR,2.79465136491,1.45790463034,0,2,4,5,1,3,
4999,sextet_base,6,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,ASTRONAUT,BASE,THEMATIC,4.57119143382,ASTRONAUT,3.19436949492,1.3768219389,0,4,2,5,3,1,
4999,sextet_base,7,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,7.32680184301,DONUT,4.81757933833,2.50922250468,0,3,4,5,2,1,
4999,sextet_base,8,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,9.79602263961,PAN,5.63105081022,4.16497182939,0,3,5,4,1,2,
4999,sextet_base,9,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,14.6445679031,GRASS,PIG,PIG,GRASS,PIG,5.67611849029,5.91036852263,0.812177997082,0.66711316444,0.421517170034,1.15727255866,0,3,1,5,4,2,
4999,sextet_base,10,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,SHIP,BASE,THEMATIC,10.1315692579,SHIP,9.14037130959,0.991197948344,0,4,2,1,3,5,
4999,sextet_base,11,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,ICE,BASE,THEMATIC,5.3034951305,ICE,3.85041247588,1.45308265463,0,5,2,1,4,3,
4999,sextet_base,12,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,BAGEL,BASE,TAXONOMIC,10.1081493208,BAGEL,SALAD,4.7720114179,2.66356479935,2.67257310357,0,2,4,3,5,1,
4999,sextet_base,13,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,3.86202660017,RACOON,1.98343279678,1.87859380338,0,3,4,2,5,1,
4999,sextet_base,14,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,TRAILER,BASE,THEMATIC,7.76448661927,TRAILER,5.96723605599,1.79725056328,0,5,2,1,4,3,
4999,sextet_base,15,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,8.13055123109,PIN,7.14894591924,0.981605311856,0,4,3,1,5,2,
4999,sextet_base,16,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,6.57975677215,BEACH,6.08017192874,0.499584843405,0,5,2,4,3,1,
4999,sextet_base,17,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,6.2443674095,FOOT,5.25057158526,0.993795824237,0,3,1,4,5,2,
4999,sextet_base,18,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,4.33384626452,ONION,3.52632835228,0.807517912239,0,3,1,2,5,4,
4999,sextet_base,19,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,3.52484252863,SOFA,2.10358458385,1.42125794478,0,1,5,2,4,3,
4999,sextet_base,20,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,4.35219427291,NEST,3.67013116181,0.682063111104,0,3,1,2,4,5,
4999,sextet_base,21,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,14.6250542123,ALCOHOL,14.2379692281,0.387084984221,0,3,1,2,5,4,
4999,sextet_base,22,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,BASE,TAXONOMIC,5.9216866754,DRESS,4.99390010908,0.927786566317,0,5,2,4,3,1,
4999,sextet_base,23,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BAGEL,BASE,TAXONOMIC,12.186136215,BAGEL,11.4750862923,0.711049922742,0,5,4,2,1,3,
4999,sextet_base,24,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,6.96784488671,QUARTERBACK,6.39903779048,0.568807096221,0,1,3,4,5,2,
4999,sextet_base,25,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,4.84548985586,TABLET,3.93027916178,0.915210694075,0,4,1,5,3,2,
