
Fri, 15 Apr 2016 4:31:45 PM,
4975,
4975,sextet_base,1,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,4.56411390472,BUFFALO,3.03105895407,1.53305495065,0,4,2,1,3,5,
4975,sextet_base,2,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,3.74092564732,BUTTERFLY,3.17435092852,0.566574718803,0,4,3,1,2,5,
4975,sextet_base,3,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,TOAST,BASE,TAXONOMIC,6.8950534109,TOAST,TOAST,TOAST,3.57567274198,0.000146661885083,0.000137061811984,3.31909694523,0,1,2,3,5,4,
4975,sextet_base,4,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,3.04984595533,AIRPLANE,2.19745370559,0.852392249741,0,3,5,2,1,4,
4975,sextet_base,5,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,5.47436291259,SHOWER,4.9815251939,0.492837718688,0,1,5,2,3,4,
4975,sextet_base,6,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,3.30903816689,HOSTESS,2.6278368216,0.681201345287,0,4,5,3,1,2,
4975,sextet_base,7,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,4.1063916916,TABLET,3.45064865705,0.655743034557,0,3,4,5,1,2,
4975,sextet_base,8,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,4.3997257445,LADLE,3.57418956701,0.825536177494,0,3,5,4,1,2,
4975,sextet_base,9,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,4.91062741634,CAT,4.25652514491,0.654102271423,0,1,3,5,2,4,
4975,sextet_base,10,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,6.15975853335,GOOSE,4.00026584603,2.15949268732,0,4,5,1,2,3,
4975,sextet_base,11,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,BASE,TAXONOMIC,5.82772518601,SAD,4.75270828512,1.0750169009,0,2,5,3,4,1,
