
Fri, 15 Apr 2016 2:18:59 PM,
4972,
4972,triad_rand,1,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,TAXONOMIC,BASE,6.0937748095,ONION,GARLIC,3.62043272704,1.17067033146,1.30267175101,4.13665283555,6.23104793795,2.04225773316,2,0,1,
4972,triad_rand,2,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,13.6991702877,SHIP,CANOE,12.0486309519,0.813843498006,0.836695837788,2.0879446801,4.18233978249,6.27673488488,0,1,2,
4972,triad_rand,3,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SMILE,HAPPY,THEMATIC,BASE,4.20689864084,SMILE,HAPPY,2.92468332034,0.455111062154,0.827104258351,2.29730009688,4.39169519928,0.20290499449,2,1,0,
4972,triad_rand,4,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,FARM,COW,THEMATIC,BASE,4.66665320471,FARM,COW,3.53778232355,0.396771002561,0.732099878602,4.29015678066,0.101366575871,2.19576167826,2,0,1,
4972,triad_rand,5,SPOON,LADLE,CEREAL,LION,TREE,STEREO,CEREAL,SPOON,THEMATIC,BASE,2.74293824472,CEREAL,SPOON,1.81628045905,0.438594952226,0.488062833436,2.55881219566,4.65320729805,0.464417093264,2,1,0,
4972,triad_rand,6,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,4.48460354749,CAMEL,DESERT,3.37141979393,0.547913204879,0.565270548686,0.950448170046,3.04484327244,5.13923837483,1,2,0,
4972,triad_rand,7,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,GOLD,SILVER,TAXONOMIC,BASE,4.27460681088,GOLD,SILVER,3.07987939939,0.507584008388,0.687143403105,4.10624629076,6.20064139315,2.01185118836,1,0,2,
4972,triad_rand,8,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,6.04339517932,COW,PIG,5.02515621297,0.492043875158,0.526195091195,1.6354000482,3.7297951506,5.82419025299,0,2,1,
4972,triad_rand,9,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,BASE,THEMATIC,4.02746538166,SPIDER,WEB,3.07650354225,0.403883907944,0.547077931464,3.61791907556,5.71231417795,1.52352397317,2,1,0,
4972,triad_rand,10,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,CROUTONS,THEMATIC,BASE,5.90782621596,SALAD,CROUTONS,5.04061159398,0.324170702137,0.543043919839,1.89630075971,3.9906958621,6.08509096449,1,2,0,
4972,triad_rand,11,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,POCKET,BASE,THEMATIC,4.49257589504,PANTS,POCKET,3.95877659973,0.166541635059,0.367257660255,6.27121386073,2.08242365595,4.17681875834,0,1,2,
4972,triad_rand,12,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,ICE,BASE,THEMATIC,6.20680197049,PENGUIN,ICE,5.35270773806,0.449781266041,0.404312966391,1.14485669243,3.23925179483,5.33364689722,2,1,0,
4972,triad_rand,13,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,COW,BASE,THEMATIC,5.37059809268,MILK,COW,4.399644305,0.278953348286,0.692000439391,5.46049817625,1.27170797146,3.36610307386,0,2,1,
4972,triad_rand,14,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,BASE,THEMATIC,3.9857010236,WAITRESS,RESTAURANT,3.22186206095,0.276422697119,0.487416265532,4.09799052309,6.19238562548,2.00359542069,0,2,1,
4972,triad_rand,15,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,THEMATIC,BASE,5.44052505307,GRASS,LAWNMOWER,4.4106786605,0.470143674873,0.559702717699,5.97989059688,1.7911003921,3.88549549449,1,0,2,
4972,triad_rand,16,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,4.71007321216,RABBI,PASTOR,3.23487915844,0.752915844321,0.722278209403,2.21113810412,4.30553320651,0.116743001726,1,2,0,
4972,triad_rand,17,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,4.62363742478,BEER,JUICE,3.62263529468,0.245421884581,0.755580245517,0.879348196062,2.97374329846,5.06813840085,1,0,2,
4972,triad_rand,18,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,BISCUIT,COOKIE,TAXONOMIC,BASE,3.94135635532,BISCUIT,COOKIE,2.87052095588,0.706889039837,0.363946359605,2.58436418208,4.67875928447,0.489969079687,1,2,0,
4972,triad_rand,19,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,PAN,OVEN,THEMATIC,BASE,4.96792289987,PAN,OVEN,3.44646069687,1.13187131193,0.389590891078,3.13956209804,5.23395720044,1.04516699565,2,1,0,
4972,triad_rand,20,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,TAXONOMIC,BASE,2.9694590345,BUS,TRUCK,2.14630701579,0.379694732837,0.443457285874,3.55689726874,5.65129237114,1.46250216635,1,2,0,
4972,triad_rand,21,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,OCEAN,SUBMARINE,THEMATIC,BASE,4.57283502538,OCEAN,SUBMARINE,3.57368221786,0.363234572113,0.635918235406,5.89351107926,1.70472087447,3.79911597686,1,0,2,
4972,triad_rand,22,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,QUARTERBACK,FOOTBALL,THEMATIC,BASE,39.2021743627,QUARTERBACK,FOOTBALL,FOOTBALL,QUARTERBACK,BASEBALL,FOOTBALL,QUARTERBACK,QUARTERBACK,BASEBALL,BASEBALL,FOOTBALL,QUARTERBACK,BASEBALL,FOOTBALL,10.3876508577,0.526470204815,14.5288767079,2.09952505585,1.00694671087,0.81433247868,1.79703704547,0.356217675842,2.0509397909,0.632420215756,1.2301830193,0.564289275557,2.01211428642,0.701715837233,0.493455200456,5.17906685179,0.990276647007,3.0846717494,1,0,2,
4972,triad_rand,23,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,TREASON,BANK,TAXONOMIC,THEMATIC,5.39771552756,TREASON,BANK,4.47281436622,0.349906607531,0.574994553812,3.93726067303,6.03165577543,1.84286557064,2,0,1,
4972,triad_rand,24,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,FIREMAN,POLICE,TAXONOMIC,BASE,12.5644832794,FIREMAN,POLICE,11.6575764278,0.606861429289,0.300045422278,0.0392005277594,2.13359563015,4.22799073255,2,1,0,
4972,triad_rand,25,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,CANDLE,BASE,THEMATIC,3.67522841692,CAKE,CANDLE,2.80136040691,0.412687225267,0.46118078474,4.82566719454,0.636876989749,2.73127209214,0,1,2,
4972,triad_rand,26,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,4.22624435276,RECEPTIONIST,TELEPHONE,2.95958737563,0.669914843515,0.59674213361,1.65806461896,3.75245972135,5.84685482375,1,0,2,
