
Thu, 03 Mar 2016 4:12:43 PM,
4870,
4870,triad_goes,1,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,WINGS,BASE,THEMATIC,7.22048232344,WINGS,6.09564992553,1.12483239791,0,1,2,
4870,triad_goes,2,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,5.89991147292,BEACH,ORANGE,ORANGE,ORANGE,BEACH,ORANGE,1.58715311729,1.58040533075,0.956355241709,0.0297817017417,0.447383684921,0.62866283115,0.670169565361,0,2,1,
4870,triad_goes,3,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,2.21251356544,BEANS,1.67276876431,0.539744801121,0,2,1,
4870,triad_goes,4,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,4.3331659243,NEST,BAT,BAT,BAT,NEST,BAT,1.72296300076,1.30147099227,0.184825856006,0.000134743866511,0.461241775425,0.322637364268,0.339892191696,0,1,2,
4870,triad_goes,5,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,PARTY,BASE,THEMATIC,1.83688578161,PARTY,1.2777156845,0.559170097113,0,1,2,
4870,triad_goes,6,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,3.71456120838,GOOSE,3.06316738762,0.651393820764,0,1,2,
4870,triad_goes,7,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,2.67877430108,ONION,2.23258675751,0.446187543566,0,1,2,
4870,triad_goes,8,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,HONEY,BASE,THEMATIC,1.27048950747,HONEY,0.63913113717,0.631358370301,0,2,1,
4870,triad_goes,9,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,3.0064898862,BABY,2.28141998162,0.725069904584,0,1,2,
4870,triad_goes,10,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,BASE,THEMATIC,2.25966398127,KING,1.69652175461,0.56314222666,0,2,1,
4870,triad_goes,11,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,3.94188269274,FLOSS,3.22809717176,0.713785520988,0,1,2,
4870,triad_goes,12,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,2.66254147433,DELIVERY,2.22656797816,0.435973496176,0,1,2,
4870,triad_goes,13,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,SCULPTURE,BASE,THEMATIC,1.3367516998,SCULPTURE,0.920403132448,0.416348567349,0,1,2,
4870,triad_goes,14,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,BABY,BASE,THEMATIC,3.86191138951,BABY,3.04433304444,0.817578345072,0,1,2,
4870,triad_goes,15,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,1.70148012973,QUARTERBACK,1.30581722641,0.39566290332,0,1,2,
4870,triad_goes,16,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,BASE,THEMATIC,1.979526549,RESTAURANT,1.2637268228,0.715799726197,0,2,1,
4870,triad_goes,17,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,1.84640591464,GOLD,1.21216991893,0.634235995705,0,1,2,
4870,triad_goes,18,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,SHIP,BASE,THEMATIC,3.9520272162,PILOT,SHIP,PILOT,SHIP,0.608506541466,1.85513976612,0.801351808594,0.216412529349,0.470616570674,0,1,2,
4870,triad_goes,19,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,1.80032219342,DESERT,1.08807149436,0.712250699056,0,2,1,
4870,triad_goes,20,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,LUNGS,BASE,THEMATIC,2.07347479556,LUNGS,1.71193883487,0.361535960692,0,2,1,
4870,triad_goes,21,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,POCKET,BASE,THEMATIC,4.58160478272,DRESS,DRESS,POCKET,2.57392769388,1.47962388257,0.337263858877,0.190789347398,0,1,2,
4870,triad_goes,22,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,GRAVY,BASE,THEMATIC,4.11073163594,GRAVY,3.43280850549,0.677923130454,0,2,1,
4870,triad_goes,23,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,ASTRONAUT,BASE,THEMATIC,1.93350076443,ASTRONAUT,1.16310230002,0.770398464403,0,2,1,
4870,triad_goes,24,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,BONE,BASE,THEMATIC,4.33035252569,BONE,2.86889555724,1.46145696845,0,2,1,
4870,triad_goes,25,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,SAILOR,BASE,THEMATIC,2.07629183598,SAILOR,1.65287136834,0.423420467647,0,2,1,
4870,triad_goes,26,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,BAMBOO,BASE,THEMATIC,1.91654323437,BAMBOO,1.55222797475,0.36431525962,0,2,1,
4870,triad_goes,27,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,CHOCOLATE,BASE,THEMATIC,1.4928334147,CHOCOLATE,1.00751883921,0.48531457549,0,2,1,
4870,triad_goes,28,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,GRASS,BASE,THEMATIC,1.73619405227,GRASS,1.22554200469,0.510652047582,0,2,1,
4870,triad_goes,29,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,OCEAN,BASE,THEMATIC,1.92281229957,OCEAN,1.67313690973,0.249675389845,0,1,2,
4870,triad_goes,30,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,1.57018433104,FOOT,0.699500686373,0.870683644665,0,2,1,
4870,triad_goes,31,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,ERASER,BASE,THEMATIC,3.10747427784,ERASER,2.58221394406,0.525260333787,0,2,1,
4870,triad_goes,32,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,1.270963263,BANANA,0.734529452631,0.536433810368,0,2,1,
4870,triad_goes,33,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,3.30339349248,BLEACH,3.01816559001,0.285227902466,0,1,2,
4870,triad_goes,34,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,1.62545513303,KIDNEY,1.32901303284,0.296442100196,0,1,2,
4870,triad_goes,35,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,2.32910275157,TREASON,1.97247716144,0.356625590124,0,1,2,
4870,triad_goes,36,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,CEREAL,BASE,THEMATIC,1.93868294021,CEREAL,1.67210100428,0.266581935924,0,2,1,
4870,triad_goes,37,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,COW,BASE,THEMATIC,1.46539367386,COW,1.21410698595,0.251286687911,0,1,2,
4870,triad_goes,38,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,BASE,THEMATIC,1.11941218574,GRASS,0.862505984027,0.256906201714,0,2,1,
4870,triad_goes,39,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,1.46225053363,HANDCUFFS,1.23674593936,0.225504594273,0,2,1,
4870,triad_goes,40,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,BASE,THEMATIC,0.916844835272,SALAD,0.401454571402,0.51539026387,0,2,1,
4870,triad_goes,41,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,2.0559713376,SOFA,1.80567850976,0.250292827841,0,1,2,
4870,triad_goes,42,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,3.9000591283,MICROWAVE,PAN,PAN,MICROWAVE,PAN,1.35627432913,0.892033095937,0.368784981314,0.400769264903,0.464881845866,0.41731561115,0,1,2,
4870,triad_goes,43,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,2.64118209097,HOSTESS,HOSTESS,TELEPHONE,1.40040145058,0.881914395606,0.166384819197,0.192481425591,0,2,1,
4870,triad_goes,44,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,BASE,THEMATIC,1.50678089331,WEB,1.1270776873,0.37970320601,0,2,1,
4870,triad_goes,45,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,0.932788310456,RAIN,0.683244022774,0.249544287683,0,1,2,
4870,triad_goes,46,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,CANDLE,BASE,THEMATIC,1.75341246254,CANDLE,1.31004096614,0.443371496396,0,2,1,
4870,triad_goes,47,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,2.52127727901,SMILE,2.08315086085,0.438126418157,0,2,1,
4870,triad_goes,48,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,4.48962108174,LAKE,2.44694899535,2.04267208639,0,2,1,
4870,triad_goes,49,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,HELMET,BASE,THEMATIC,2.57860863558,HELMET,2.28818796331,0.290420672274,0,1,2,
4870,triad_goes,50,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,AIRPORT,BASE,THEMATIC,3.21970200085,AIRPORT,3.00862228218,0.211079718661,0,1,2,
4870,triad_goes,51,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,MOUSE,BASE,THEMATIC,1.51056398405,MOUSE,1.16782661143,0.342737372615,0,2,1,
