
Mon, 14 Mar 2016 2:07:20 PM,
4904,
4904,triad_goes,1,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,4.7423144693,KIDNEY,KIDNEY,KIDNEY,3.1682808341,0.44921812159,0.542410213267,0.582405300345,0,1,2,
4904,triad_goes,2,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,2.02534508635,BANANA,1.51944251126,0.505902575096,0,1,2,
4904,triad_goes,3,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,ERASER,BASE,THEMATIC,1.95688494714,ERASER,1.50077734282,0.456107604317,0,1,2,
4904,triad_goes,4,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,COW,BASE,THEMATIC,2.242466097,COW,1.7526728611,0.489793235902,0,1,2,
4904,triad_goes,5,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,2.1626626444,TELEPHONE,1.68367771921,0.478984925197,0,2,1,
4904,triad_goes,6,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,POCKET,BASE,THEMATIC,1.96710296744,POCKET,1.42132084724,0.5457821202,0,1,2,
4904,triad_goes,7,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,2.18760184385,ONION,1.61019034288,0.57741150097,0,1,2,
4904,triad_goes,8,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,BAMBOO,BASE,THEMATIC,2.21335480409,BAMBOO,1.88207430043,0.331280503655,0,2,1,
4904,triad_goes,9,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,HELMET,BASE,THEMATIC,1.17501537804,HELMET,0.893440788612,0.281574589433,0,2,1,
4904,triad_goes,10,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,1.51138171693,FARM,1.12538494682,0.385996770114,0,2,1,
4904,triad_goes,11,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,MOUSE,BASE,THEMATIC,1.59325698065,MOUSE,1.20515496214,0.388102018507,0,1,2,
4904,triad_goes,12,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,BASE,THEMATIC,2.65334048891,WEB,1.81548369071,0.8378567982,0,1,2,
4904,triad_goes,13,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,BANK,BASE,THEMATIC,3.00980716734,BANK,2.61800614861,0.391801018734,0,2,1,
4904,triad_goes,14,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,2.74964029714,FOOT,2.01991726016,0.729723036988,0,1,2,
4904,triad_goes,15,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,ICE,BASE,THEMATIC,1.45345675875,ICE,1.2113204035,0.242136355257,0,1,2,
4904,triad_goes,16,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,2.04273664439,GOLD,1.77069046465,0.272046179743,0,2,1,
4904,triad_goes,17,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,2.68630406563,CAT,2.4488119036,0.237492162036,0,1,2,
4904,triad_goes,18,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,0.813677725615,BABY,0.607113415841,0.206564309774,0,1,2,
4904,triad_goes,19,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,2.01516447682,SEATBELT,1.61696891882,0.398195557995,0,2,1,
4904,triad_goes,20,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,BASE,THEMATIC,3.02469288651,RESTAURANT,2.5558746662,0.46881822031,0,1,2,
4904,triad_goes,21,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,ASTRONAUT,BASE,THEMATIC,4.32682170696,ASTRONAUT,4.01333964127,0.313482065685,0,2,1,
4904,triad_goes,22,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,1.43681473471,NEST,1.18730487791,0.249509856803,0,1,2,
4904,triad_goes,23,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,1.96089448733,HANDCUFFS,1.62200509431,0.338889393024,0,2,1,
4904,triad_goes,24,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,GRASS,BASE,THEMATIC,1.64801165089,GRASS,1.29462322383,0.353388427058,0,1,2,
4904,triad_goes,25,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,SHIP,BASE,THEMATIC,8.35315568792,PILOT,SHIP,SHIP,PILOT,SHIP,3.63014368922,2.22065216023,0.783085905714,1.00724471663,0.229146650992,0.48288256512,0,1,2,
4904,triad_goes,26,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,1.61515136692,SHOWER,1.3546401877,0.260511179222,0,2,1,
