
Wed, 23 Mar 2016 4:11:58 PM,
99999999,
99999999,triad_base,1,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,10.041941477,RACOON,9.42789530149,0.614046175499,0,1,2,
99999999,triad_base,2,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,5.07681143191,TABLET,2.22303899331,2.8537724386,0,1,2,
99999999,triad_base,3,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,CANDLE,BASE,THEMATIC,10.5435123751,CANDLE,10.3145191995,0.228993175551,0,1,2,
99999999,triad_base,4,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,SCULPTURE,BASE,THEMATIC,1.75356539153,SCULPTURE,1.05895815557,0.694607235957,0,2,1,
99999999,triad_base,5,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,PARTY,BASE,THEMATIC,1.15564268455,PARTY,0.736782775261,0.418859909289,0,1,2,
99999999,triad_base,6,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,1.24054134218,SMILE,0.800841961522,0.439699380659,0,2,1,
99999999,triad_base,7,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,1.59639683412,PAN,0.953989417758,0.642407416366,0,2,1,
99999999,triad_base,8,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,1.64082062757,BEANS,0.955940045882,0.684880581684,0,1,2,
99999999,triad_base,9,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,VAMPIRE,BASE,THEMATIC,3.4743514955,VAMPIRE,2.90406301338,0.570288482122,0,1,2,
99999999,triad_base,10,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,22.4582336559,QUARTERBACK,21.8259534803,0.632280175574,0,2,1,
99999999,triad_base,11,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,1.36631975602,SEATBELT,1.00379895698,0.362520799041,0,1,2,
99999999,triad_base,12,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,BASE,THEMATIC,6.78980396409,WEB,6.44004103867,0.349762925413,0,2,1,
99999999,triad_base,13,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,TEMPLE,BASE,THEMATIC,2.13388748979,TEMPLE,1.64967095573,0.484216534067,0,1,2,
99999999,triad_base,14,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,BASE,THEMATIC,1.12183875497,GRASS,0.826023996808,0.295814758167,0,1,2,
99999999,triad_base,15,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,4.23065048037,VILLAGE,3.65682888543,0.573821594939,0,1,2,
99999999,triad_base,16,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,7.7860096423,SHOWER,7.46800334798,0.318006294314,0,2,1,
99999999,triad_base,17,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,1.29555917671,BANANA,0.951592185069,0.343966991641,0,2,1,
99999999,triad_base,18,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,0.924380728975,BEACH,0.594704436604,0.329676292371,0,1,2,
99999999,triad_base,19,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,THREAD,BASE,THEMATIC,1.91595383128,THREAD,1.6317001516,0.284253679682,0,1,2,
99999999,triad_base,20,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,4.41901219822,KIDNEY,1.8219231097,2.59708908852,0,1,2,
99999999,triad_base,21,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,18.7722049444,BABY,18.4683741392,0.303830805235,0,2,1,
99999999,triad_base,22,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,CHOCOLATE,BASE,THEMATIC,2.8658953323,CHOCOLATE,2.4589063772,0.406988955103,0,2,1,
99999999,triad_base,23,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,OCEAN,BASE,THEMATIC,6.45808997424,OCEAN,6.1812034566,0.276886517648,0,1,2,
99999999,triad_base,24,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,1.10538289836,FLOSS,0.797829281073,0.307553617284,0,2,1,
99999999,triad_base,25,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,1.34105329914,DELIVERY,0.991478087381,0.34957521176,0,2,1,
99999999,triad_base,26,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,TRAILER,BASE,THEMATIC,3.44429289084,TRAILER,2.72934873821,0.714944152627,0,2,1,
99999999,triad_base,27,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,6.46716807364,NEST,6.20199691039,0.26517116325,0,2,1,
