
Wed, 23 Mar 2016 4:14:43 PM,
88888888,
88888888,triad_goes,1,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,12.7365228012,DELIVERY,5.00395292789,7.73256987333,0,1,2,
88888888,triad_goes,2,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,5.63183179451,CANOE,2.97997911647,2.65185267804,0,1,2,
88888888,triad_goes,3,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,1.33534897352,ORANGE,0.710432153661,0.624916819856,0,1,2,
88888888,triad_goes,4,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,31.715474288,TABLET,3.38658639835,28.3288878896,0,1,2,
88888888,triad_goes,5,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,8.43699351093,PEN,8.10484561417,0.332147896755,0,1,2,
88888888,triad_goes,6,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,2.15002552513,BOWL,1.85914831283,0.290877212305,0,2,1,
88888888,triad_goes,7,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,1.57432762161,LAKE,1.2035843851,0.370743236504,0,1,2,
88888888,triad_goes,8,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,2.0456947186,ANTELOPE,1.70124308625,0.344451632351,0,2,1,
88888888,triad_goes,9,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,4.00423598941,ONION,3.45952254999,0.54471343942,0,1,2,
88888888,triad_goes,10,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,7.10152634652,PIG,6.81939424202,0.282132104505,0,1,2,
88888888,triad_goes,11,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,5.02843724284,RAIN,4.2437433498,0.784693893045,0,1,2,
88888888,triad_goes,12,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,12.1230701343,GOOSE,9.38148169266,2.74158844166,0,1,2,
88888888,triad_goes,13,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,BASE,TAXONOMIC,1.86098473566,BED,1.58283270616,0.278152029496,0,1,2,
88888888,triad_goes,14,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,1.73739648378,TREASON,1.51149659697,0.225899886806,0,1,2,
88888888,triad_goes,15,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,BASE,TAXONOMIC,1.64766601752,SAD,1.42920948705,0.218456530478,0,2,1,
88888888,triad_goes,16,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,BASE,TAXONOMIC,1.36421163613,CAR,1.14561009826,0.218601537868,0,1,2,
88888888,triad_goes,17,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,2.02781020338,GLOVE,1.79845928494,0.229350918438,0,1,2,
88888888,triad_goes,18,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,0.839749502484,BUTCHER,0.604188779369,0.235560723115,0,1,2,
88888888,triad_goes,19,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,BUS,BASE,TAXONOMIC,1.96551947901,BUS,1.74169537565,0.223824103363,0,2,1,
88888888,triad_goes,20,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,1.25979077956,PILOT,0.998081472702,0.261709306855,0,2,1,
88888888,triad_goes,21,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,COMB,BASE,TAXONOMIC,1.54701037519,COMB,1.28941886686,0.257591508329,0,2,1,
88888888,triad_goes,22,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,6.40605109232,BANANA,BEAR,BANANA,BEAR,4.50129744783,0.477727867663,0.7123639239,0.112492576241,0.602169276681,0,1,2,
88888888,triad_goes,23,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,4.2259320002,BASEBALL,3.75693136267,0.469000637531,0,1,2,
88888888,triad_goes,24,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,1.47685981262,BUTTERFLY,1.24827266345,0.228587149177,0,2,1,
88888888,triad_goes,25,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,0.901873700786,JUICE,0.624534438364,0.277339262422,0,1,2,
88888888,triad_goes,26,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,4.60563686071,TEMPLE,TEMPLE,PASTOR,0.944778195582,0.498431078158,0.219901302364,2.94252628461,0,1,2,
88888888,triad_goes,27,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,3.2979434845,CAN,2.81429350842,0.483649976086,0,2,1,
88888888,triad_goes,28,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,4.23611558974,WINGS,WINGS,ANT,1.64492677804,1.05762865394,0.309453986119,1.22410617163,0,1,2,
88888888,triad_goes,29,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,13.6148126861,AIRPLANE,13.1962919948,0.418520691339,0,1,2,
88888888,triad_goes,30,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,2.73511179816,STEWARDESS,1.78914375091,0.94596804725,0,2,1,
88888888,triad_goes,31,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,1.03160190256,BEE,0.798709902447,0.232892000116,0,1,2,
88888888,triad_goes,32,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,BAGEL,BASE,TAXONOMIC,1.24730065372,BAGEL,1.02098196838,0.226318685338,0,1,2,
88888888,triad_goes,33,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,0.955514665693,LEMONADE,0.709262828808,0.246251836885,0,1,2,
88888888,triad_goes,34,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,1.10321941739,PIN,0.760181106161,0.343038311228,0,1,2,
