
Wed, 17 Feb 2016 2:16:35 PM,
4749,
4749,triad_base,1,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,COURT,BASE,TAXONOMIC,16.8580777843,COURT,16.0771096447,0.780968139632,0,1,2,
4749,triad_base,2,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,3.55810585864,BEANS,3.22819077017,0.32991508847,0,2,1,
4749,triad_base,3,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,2.45153706802,BEAR,2.04314404368,0.408393024336,0,1,2,
4749,triad_base,4,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,2.34453855515,FLOSS,1.90304831296,0.441490242185,0,2,1,
4749,triad_base,5,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,5.27185756531,TABLET,4.88671787579,0.385139689519,0,1,2,
4749,triad_base,6,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,3.44579011282,SOFA,2.84034760488,0.605442507935,0,1,2,
4749,triad_base,7,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,3.60641219697,MISSILE,3.1961446833,0.410267513667,0,2,1,
4749,triad_base,8,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,TRAILER,BASE,THEMATIC,4.0782210295,TRAILER,2.04868640077,2.02953462873,0,2,1,
4749,triad_base,9,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,3.3066594362,RACOON,2.01860452181,1.28805491439,0,2,1,
4749,triad_base,10,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,6.12766556886,DELIVERY,5.50707419429,0.620591374565,0,2,1,
4749,triad_base,11,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,2.78317568025,ONION,2.08205807144,0.701117608813,0,1,2,
4749,triad_base,12,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,4.66421777978,ANT,4.14387020138,0.520347578393,0,1,2,
4749,triad_base,13,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,2.88681587098,BAT,2.49830461676,0.388511254219,0,1,2,
4749,triad_base,14,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,2.47188166682,BEACH,2.17221597614,0.299665690676,0,1,2,
4749,triad_base,15,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,TEMPLE,BASE,THEMATIC,2.19591823492,TEMPLE,1.99029913697,0.205619097949,0,1,2,
4749,triad_base,16,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,BULLET,BASE,THEMATIC,5.73573309022,BULLET,4.77235449369,0.963378596527,0,1,2,
4749,triad_base,17,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,4.09994054075,BIKE,3.42788248256,0.67205805819,0,2,1,
4749,triad_base,18,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,1.95560585534,MICROWAVE,1.26770435642,0.687901498924,0,2,1,
4749,triad_base,19,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,3.49849762759,QUARTERBACK,2.8596523289,0.638845298687,0,2,1,
4749,triad_base,20,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,ERASER,BASE,THEMATIC,3.59940189819,ERASER,2.98847298312,0.610928915063,0,1,2,
4749,triad_base,21,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,5.02125105442,SLED,SLED,SLED,SLED,RAIN,3.22495096929,9.86573286355e-05,9.93194553303e-05,0.277592602157,1.2900813625,0.228428143688,0,2,1,
