
Fri, 19 Feb 2016 2:04:14 PM,
4775,
4775,sextet_rand,1,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,VAMPIRE,GARLIC,THEMATIC,BASE,6.2761365762,VAMPIRE,GARLIC,5.06796365605,0.518683301416,0.68948961873,3,2,1,0,5,4,
4775,sextet_rand,2,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,CHILD,CRATE,UNRELATED,TAXONOMIC,13.3526210982,CHILD,CRATE,12.0257953344,0.624539948374,0.702285815496,0,3,5,4,2,1,
4775,sextet_rand,3,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,BEACH,COCONUT,THEMATIC,BASE,3.838038327,BEACH,COCONUT,2.88737214811,0.163205802848,0.787460376043,1,2,0,3,4,5,
4775,sextet_rand,4,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,COW,MILK,THEMATIC,BASE,2.94425748654,COW,MILK,1.97631948777,0.245120729931,0.722817268834,1,0,4,3,5,2,
4775,sextet_rand,5,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,GRAVY,BASE,THEMATIC,7.00872943486,BISCUITS,GRAVY,5.96253010591,0.314854572876,0.731344756074,3,0,1,5,4,2,
4775,sextet_rand,6,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,TEMPLE,BASE,THEMATIC,12.3193252301,RABBI,TEMPLE,11.0452270007,0.625982053156,0.648116176177,4,1,0,3,5,2,
4775,sextet_rand,7,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,3.35522589168,HAPPY,SMILE,1.55395958068,1.24204450463,0.559221806368,4,1,0,2,3,5,
4775,sextet_rand,8,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,BONE,BASE,THEMATIC,11.4132437922,CAT,DOG,CAT,BONE,5.11513365788,4.77354883243,0.601701326072,0.161268429787,0.761591546019,0,5,3,2,1,4,
4775,sextet_rand,9,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BEER,HELMET,UNRELATED,THEMATIC,5.55447570587,BEER,HELMET,4.45829168853,0.400643915011,0.69554010233,2,1,3,4,5,0,
4775,sextet_rand,10,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,6.05881675238,RECEPTIONIST,HOSTESS,5.41090484128,0.249378514418,0.398533396685,2,4,3,1,5,0,
4775,sextet_rand,11,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,JAZZ,SAXOPHONE,THEMATIC,BASE,9.63713386645,JAZZ,SAXOPHONE,9.09110387557,0.262837165646,0.283192825227,3,1,2,4,5,0,
4775,sextet_rand,12,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,6.15535699211,SURGEON,KIDNEY,5.40908797468,0.255232347379,0.49103667005,5,3,1,2,4,0,
4775,sextet_rand,13,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,PIN,NEEDLE,TAXONOMIC,BASE,4.24725574681,PIN,NEEDLE,3.39836687264,0.237658930302,0.611229943868,2,3,5,1,0,4,
4775,sextet_rand,14,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,4.88891059181,FARM,COW,BUFFALO,FARM,BUFFALO,2.56558183265,0.278857903351,0.811826848119,0.402643527661,0.19133346685,0.638667013176,3,1,5,0,4,2,
4775,sextet_rand,15,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,BAGEL,SALAD,TAXONOMIC,THEMATIC,12.1820008376,BAGEL,SALAD,10.9258017901,0.519486457095,0.736712590442,0,2,5,1,3,4,
4775,sextet_rand,16,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHOWER,SHAMPOO,THEMATIC,BASE,4.80709796281,SHOWER,SHAMPOO,3.9184042164,0.302794988384,0.585898758029,3,5,4,2,1,0,
