
Fri, 18 Mar 2016 5:09:49 PM,
4918,
4918,triad_goes,1,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,5.66505714506,BABY,4.7435374693,0.921519675758,0,1,2,
4918,triad_goes,2,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,3.8399445666,FLOSS,3.11452687997,0.725417686626,0,1,2,
4918,triad_goes,3,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,3.05518402858,FOOT,2.53453657357,0.520647455007,0,1,2,
4918,triad_goes,4,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,2.16070398735,FARM,1.67859467398,0.482109313365,0,2,1,
4918,triad_goes,5,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,SLED,BASE,THEMATIC,4.93500953121,SLED,4.40784574812,0.527163783088,0,2,1,
4918,triad_goes,6,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,GRASS,BASE,THEMATIC,4.95404470572,GRASS,3.83967143903,1.1143732667,0,1,2,
4918,triad_goes,7,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,2.20910120802,QUARTERBACK,1.98462374276,0.224477465264,0,2,1,
4918,triad_goes,8,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,HONEY,BASE,THEMATIC,2.41793293087,HONEY,1.43431860162,0.983614329249,0,2,1,
4918,triad_goes,9,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,BABY,BASE,THEMATIC,3.65838157525,BABY,3.2345573646,0.423824210651,0,1,2,
4918,triad_goes,10,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,OCEAN,BASE,THEMATIC,1.38760186033,OCEAN,1.01469525928,0.372906601056,0,2,1,
4918,triad_goes,11,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,3.06205029134,CAT,2.72584972484,0.336200566497,0,2,1,
4918,triad_goes,12,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,3.76638252614,VILLAGE,3.51816348359,0.248219042551,0,1,2,
4918,triad_goes,13,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,3.6768648657,ORANGE,3.23157679709,0.445288068615,0,1,2,
4918,triad_goes,14,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,BAMBOO,BASE,THEMATIC,3.85047438135,BAMBOO,1.66394609492,2.18652828643,0,2,1,
