
Thu, 07 Apr 2016 3:07:37 PM,
4947,
4947,triad_base,1,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,COW,BASE,THEMATIC,4.53029101156,COW,3.4421148221,1.08817618946,0,2,1,
4947,triad_base,2,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,BASE,THEMATIC,3.03359304182,BEANS,1.9199573854,1.11363565642,0,2,1,
4947,triad_base,3,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,GRAVY,BASE,THEMATIC,4.87447485002,GRAVY,3.70356648369,1.17090836633,0,1,2,
4947,triad_base,4,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,SCULPTURE,BASE,THEMATIC,3.93197400775,SCULPTURE,3.10217323527,0.829800772481,0,2,1,
4947,triad_base,5,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,BASE,THEMATIC,1.57159783924,JAZZ,1.32505464181,0.246543197427,0,2,1,
4947,triad_base,6,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,BASE,THEMATIC,1.85862980643,SALAD,1.43880815711,0.419821649324,0,1,2,
4947,triad_base,7,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,BASE,THEMATIC,3.05188133661,SEATBELT,2.68000202626,0.371879310347,0,2,1,
4947,triad_base,8,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,6.88142288709,RACOON,RACOON,RACOON,RACOON,RACOON,RACOON,RACOON,RACOON,RACOON,6.3681624569,0.000134412199259,0.000128121580929,0.000134743284434,0.000161228235811,0.000133749563247,0.000132094603032,0.000134412199259,0.000187051482499,0.512114617042,0,1,2,
4947,triad_base,9,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,2.34910477046,DELIVERY,1.98260524683,0.366499523632,0,1,2,
4947,triad_base,10,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,1.86481242301,BANANA,1.53566682572,0.329145597294,0,2,1,
4947,triad_base,11,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,POCKET,BASE,THEMATIC,1.46745278873,POCKET,1.20219621109,0.265256577637,0,2,1,
4947,triad_base,12,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,1.4897780749,HANDCUFFS,1.2014589319,0.288319143001,0,1,2,
4947,triad_base,13,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,1.96476852335,FARM,1.6649816623,0.299786861055,0,1,2,
4947,triad_base,14,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,TEMPLE,BASE,THEMATIC,5.10900109401,TEMPLE,4.80492960569,0.304071488325,0,1,2,
4947,triad_base,15,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,1.1583259562,SMILE,0.881233517081,0.277092439122,0,2,1,
4947,triad_base,16,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,BASE,THEMATIC,1.58133641165,GRASS,1.05712406198,0.524212349672,0,2,1,
