
Tue, 01 Mar 2016 4:26:55 PM,
4845,
4845,triad_base,1,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,5.12181142077,KNIFE,KNIFE,KNIFE,KNIFE,KNIFE,3.92760481045,0.000255251885392,0.000247968360782,0.00023042189423,0.336376602063,0.857096366119,0,2,1,
4845,triad_base,2,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,8.61317324743,PAN,7.05608224473,1.5570910027,0,1,2,
4845,triad_base,3,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,BASE,THEMATIC,6.3048164139,HANDCUFFS,5.90275135683,0.402065057075,0,2,1,
4845,triad_base,4,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,8.04938478011,BLEACH,SHOWER,BLEACH,BLEACH,5.48252302734,0.814429576625,1.25315654848,0.287610253203,0.21166537446,0,1,2,
4845,triad_base,5,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,6.96519470343,CANDLE,DONUT,CANDLE,DONUT,DONUT,DONUT,1.95484889159,0.371946992353,0.220535294036,1.78376459097,0.959427865106,1.16059546848,0.514075600891,0,1,2,
4845,triad_base,6,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,8.72731850459,WEB,BEE,WEB,BEE,5.96222768992,1.65104156663,0.4559493548,0.124775123433,0.533324769814,0,2,1,
4845,triad_base,7,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,4.23476351611,MISSILE,3.82051986619,0.414243649924,0,1,2,
4845,triad_base,8,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,3.4236839962,BAT,3.1945300618,0.229153934401,0,2,1,
4845,triad_base,9,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,1.70997230301,BUFFALO,1.26893813245,0.441034170566,0,2,1,
4845,triad_base,10,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,COMB,BASE,TAXONOMIC,4.64623316447,COMB,3.90545119985,0.740781964618,0,1,2,
4845,triad_base,11,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,2.81382008421,BASEBALL,1.96281036607,0.851009718142,0,1,2,
