
Fri, 08 Apr 2016 3:25:24 PM,
4952,
4952,triad_base,1,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,10.3020404121,MISSILE,9.51784797944,0.784192432649,0,1,2,
4952,triad_base,2,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,5.18546391604,GOLD,4.73583427723,0.44962963881,0,1,2,
4952,triad_base,3,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,3.12356061721,PIN,2.75819233852,0.365368278697,0,1,2,
4952,triad_base,4,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,TOAST,BASE,TAXONOMIC,7.35882347869,TOAST,6.83256283775,0.526260640938,0,2,1,
4952,triad_base,5,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,2.74003448384,BEAR,2.14244581992,0.597588663921,0,1,2,
4952,triad_base,6,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,2.33886364335,BUTCHER,1.77454357874,0.564320064615,0,2,1,
4952,triad_base,7,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,2.04191068839,LADLE,1.53211318702,0.509797501378,0,1,2,
4952,triad_base,8,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,2.16789502418,GLOVE,1.49013827229,0.677756751888,0,1,2,
4952,triad_base,9,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,14.3555505816,DELIVERY,CRATE,CRATE,DELIVERY,CRATE,CRATE,DELIVERY,5.72323564533,1.51836609421,1.51302769082,1.33942049276,1.1271069725,2.5937658702,0.178582093213,0.362045722548,0,1,2,
4952,triad_base,10,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,2.10612845421,ALCOHOL,1.49564452516,0.610483929049,0,1,2,
4952,triad_base,11,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,2.61551477434,BOWL,1.96765771694,0.647857057396,0,1,2,
4952,triad_base,12,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,2.8543839138,BEE,2.43663505465,0.417748859152,0,1,2,
4952,triad_base,13,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,BASE,TAXONOMIC,6.87378855515,SAD,4.67916377261,2.19462478254,0,1,2,
4952,triad_base,14,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,4.46432059398,PILOT,4.257289859,0.207030734979,0,1,2,
4952,triad_base,15,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,HAT,BASE,TAXONOMIC,11.0243653008,HAT,10.8055632617,0.218802039046,0,1,2,
4952,triad_base,16,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,1.31887533702,LEMONADE,1.11461726064,0.204258076381,0,1,2,
4952,triad_base,17,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,0.700029398315,PIG,0.566156475339,0.133872922976,0,1,2,
4952,triad_base,18,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,SCISSORS,BASE,TAXONOMIC,1.24790353887,SCISSORS,0.989249696955,0.258653841913,0,2,1,
4952,triad_base,19,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,1.63341439981,DONUT,1.41344933352,0.219965066295,0,2,1,
4952,triad_base,20,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,BISCUIT,BASE,TAXONOMIC,3.35336390603,BISCUIT,0.842512297444,2.51085160859,0,1,2,
4952,triad_base,21,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,1.49263548665,JUICE,1.2236210038,0.269014482852,0,2,1,
4952,triad_base,22,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,COURT,BASE,TAXONOMIC,2.14937200537,COURT,1.8471594397,0.302212565672,0,1,2,
4952,triad_base,23,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,5.48301841412,LAKE,5.10453769239,0.378480721731,0,2,1,
4952,triad_base,24,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,1.96953650424,ANTELOPE,1.77372287214,0.195813632105,0,2,1,
4952,triad_base,25,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,BASE,THEMATIC,6.31624900782,SALAD,5.93787290202,0.3783761058,0,2,1,
4952,triad_base,26,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,BASE,TAXONOMIC,6.74558840971,CAR,6.4857248608,0.259863548912,0,2,1,
4952,triad_base,27,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,1.22436026903,GOOSE,1.03009171132,0.194268557709,0,2,1,
4952,triad_base,28,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,BASE,TAXONOMIC,1.34187036427,BED,1.2320462456,0.10982411867,0,1,2,
4952,triad_base,29,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,1.96096393885,TABLET,1.44983655401,0.511127384845,0,2,1,
4952,triad_base,30,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,1.22838832252,AIRPLANE,1.04002660466,0.188361717854,0,2,1,
4952,triad_base,31,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,1.54795392649,FLOSS,0.884535547346,0.663418379147,0,2,1,
4952,triad_base,32,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,1.44476763625,BASEBALL,1.30936718499,0.135400451254,0,1,2,
4952,triad_base,33,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,2.35045915237,MICROWAVE,1.42910037376,0.921358778607,0,1,2,
4952,triad_base,34,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,2.09225456417,ONION,1.65200594859,0.440248615574,0,1,2,
4952,triad_base,35,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,1.16323232139,BIKE,0.961644274648,0.201588046737,0,1,2,
4952,triad_base,36,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,BASE,TAXONOMIC,4.37387098931,TREASON,1.43386173295,2.94000925636,0,1,2,
4952,triad_base,37,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,2.03980479157,SOFA,1.55632586731,0.48347892426,0,1,2,
4952,triad_base,38,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,1.27171530109,KNIFE,1.06894138409,0.202773917001,0,1,2,
4952,triad_base,39,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,1.97885959083,RAIN,1.74822069751,0.230638893321,0,2,1,
4952,triad_base,40,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,1.47954390012,ANT,1.26447361195,0.215070288163,0,1,2,
4952,triad_base,41,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,0.997303153854,CANOE,0.849141187035,0.148161966819,0,2,1,
4952,triad_base,42,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,1.36905136285,BAT,1.18174971174,0.187301651109,0,1,2,
4952,triad_base,43,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,1.86715536099,VILLAGE,1.29860926745,0.568546093535,0,1,2,
