
Fri, 19 Feb 2016 12:24:39 PM,
4769,
4769,triad_rand,1,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,16.7646972358,CANOE,CANOE,SHIP,CANOE,8.46618453048,3.08395526031,4.11192136623,0.195256879044,0.907379199722,3.52945432116,5.62384942355,1.43505921877,1,2,0,
4769,triad_rand,2,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,16.7071746036,DRESS,PANTS,16.1591185151,0.224410503259,0.323645585217,0.660022051096,2.75441715349,4.84881225588,2,1,0,
4769,triad_rand,3,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,TABLET,COMPUTER,TAXONOMIC,BASE,3.5540396976,TABLET,COMPUTER,2.88033808021,0.340289712083,0.333411905303,1.31837730535,3.41277240774,5.50716751013,2,1,0,
4769,triad_rand,4,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,3.62264296485,PANDA,RACOON,2.24124797017,0.264623243507,1.11677175117,0.88014914207,2.97454424446,5.06893934686,0,2,1,
4769,triad_rand,5,SPOON,LADLE,CEREAL,LION,TREE,STEREO,LADLE,SPOON,TAXONOMIC,BASE,2.49096549179,LADLE,SPOON,1.89670510845,0.219461792993,0.374798590346,4.08137322662,6.17576832902,1.98697812423,2,0,1,
4769,triad_rand,6,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,TAXONOMIC,BASE,3.04141548739,LAKE,RIVER,2.59141457698,0.171916036124,0.278084874284,1.22216490704,3.31656000943,5.41095511183,2,1,0,
4769,triad_rand,7,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,PIG,COW,TAXONOMIC,BASE,2.7020004403,PIG,COW,1.90800556845,0.26282756486,0.531167306995,4.60220868638,0.413418481598,2.50781358399,2,1,0,
4769,triad_rand,8,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,5.81378673339,SILVER,GOLD,3.93504768117,0.265052630537,1.61368642168,0.0620390005548,2.15643410295,4.25082920534,2,0,1,
4769,triad_rand,9,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BUTTERFLY,BEE,TAXONOMIC,BASE,2.18349359477,BUTTERFLY,BEE,1.83577187863,0.14911349953,0.198608216611,0.350285258809,2.4446803612,4.53907546359,2,1,0,
4769,triad_rand,10,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,SOFA,CHAIR,TAXONOMIC,BASE,2.09677827306,SOFA,CHAIR,1.61260550522,0.21457499126,0.269597776583,1.91002641034,4.00442151274,6.09881661513,2,1,0,
4769,triad_rand,11,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,HOSTESS,RECEPTIONIST,TAXONOMIC,BASE,4.79169101352,HOSTESS,RECEPTIONIST,2.68033013474,0.195463130498,1.91589774829,6.08301129221,1.89422108742,3.98861618981,0,1,2,
4769,triad_rand,12,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BAT,BIRD,TAXONOMIC,BASE,1.92471855618,BAT,BIRD,1.55539837483,0.155763204821,0.213556976538,2.704631664,4.79902676639,0.610236561606,2,0,1,
4769,triad_rand,13,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,7.38191277516,SHOE,GLOVE,6.51606195488,0.507678148439,0.35817267184,4.6500738853,0.461283680517,2.55567878291,2,1,0,
