
Wed, 20 Apr 2016 11:14:37 AM,
4984,
4984,sextet_rand,1,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,13.0231375378,GARLIC,ONION,11.6971597187,0.452362254262,0.873615564778,2,0,4,3,1,5,
4984,sextet_rand,2,BICYCLE,CAR,HELMET,FISH,BEER,BANK,HELMET,BICYCLE,THEMATIC,BASE,5.25140024256,HELMET,BICYCLE,4.15101276338,0.488351774402,0.612035704777,4,3,1,5,2,0,
4984,sextet_rand,3,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,6.10584741924,COW,PIG,5.15037910361,0.279867282137,0.675601033494,2,0,1,5,3,4,
4984,sextet_rand,4,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,TAXONOMIC,BASE,4.79596437234,LAKE,RIVER,3.92027898319,0.226631212048,0.649054177105,0,2,1,5,3,4,
4984,sextet_rand,5,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,SCULPTURE,CHISEL,THEMATIC,BASE,6.00604692008,SCULPTURE,CHISEL,5.29128574766,0.275528331287,0.439232841134,0,1,2,5,4,3,
4984,sextet_rand,6,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,TAXONOMIC,BASE,2.84995063767,BUS,TRUCK,2.24392245617,0.113670177758,0.492358003743,1,0,4,2,3,5,
4984,sextet_rand,7,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,TEA,BASE,THEMATIC,3.30244962405,CUP,TEA,2.92142943759,0.0926978103817,0.288322376087,3,5,4,1,0,2,
4984,sextet_rand,8,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,12.2605293877,COW,BUFFALO,11.3970944323,0.324436046183,0.538998909295,1,2,3,0,4,5,
4984,sextet_rand,9,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,BISCUIT,COOKIE,TAXONOMIC,BASE,3.64161049016,BISCUIT,COOKIE,3.09040749539,0.241754305549,0.309448689222,2,0,3,1,4,5,
4984,sextet_rand,10,CROWN,HAT,KING,SHOVEL,NOSE,TENT,HAT,CROWN,TAXONOMIC,BASE,4.40214385092,HAT,CROWN,3.76628861111,0.287766516209,0.348088723607,0,4,5,1,2,3,
4984,sextet_rand,11,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,5.74835741613,SURGEON,BUTCHER,4.78265187796,0.521802018397,0.443903519772,4,2,3,1,5,0,
4984,sextet_rand,12,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,4.55798984785,RECEPTIONIST,HOSTESS,3.87895665225,0.402224300429,0.276808895171,2,5,3,4,0,1,
4984,sextet_rand,13,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,BASE,TAXONOMIC,3.87456373777,CRIB,BED,3.01056530885,0.241106740199,0.622891688719,0,3,1,4,5,2,
4984,sextet_rand,14,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,SOFA,CHAIR,TAXONOMIC,BASE,6.51461722516,SOFA,CHAIR,5.56554245483,0.421621455811,0.527453314513,5,0,2,3,1,4,
4984,sextet_rand,15,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,WINGS,BASE,THEMATIC,4.76589033846,FLY,WINGS,4.07543007098,0.254909542389,0.435550725088,5,3,2,1,0,4,
4984,sextet_rand,16,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,COURT,SCHOOL,TAXONOMIC,UNRELATED,7.2583774589,COURT,SCHOOL,6.64591236133,0.339475710876,0.272989386693,3,4,2,0,1,5,
4984,sextet_rand,17,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,7.93015865423,COMPUTER,TABLET,7.40608055703,0.264272419736,0.259805677459,5,2,1,4,3,0,
4984,sextet_rand,18,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BAT,BIRD,TAXONOMIC,BASE,4.33435709868,BAT,BIRD,3.66584617458,0.357600910589,0.310910013504,2,3,4,0,5,1,
4984,sextet_rand,19,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,RACOON,PANDA,TAXONOMIC,BASE,6.82757388894,RACOON,PANDA,5.91146567557,0.378422643058,0.537685570307,0,2,5,3,1,4,
4984,sextet_rand,20,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,4.21541900095,CAPTAIN,PILOT,3.75080829766,0.123162501492,0.341448201798,2,5,3,1,0,4,
4984,sextet_rand,21,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BAGEL,TORTILLA,TAXONOMIC,BASE,4.15719972551,BAGEL,TORTILLA,3.4370388668,0.387496167794,0.332664690912,0,2,4,5,1,3,
4984,sextet_rand,22,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,JUICE,BEER,TAXONOMIC,BASE,8.04107469413,JUICE,BEER,7.44959652983,0.238171178848,0.35330698546,3,0,4,2,1,5,
4984,sextet_rand,23,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,THEMATIC,BASE,3.58846678678,GRASS,LAWNMOWER,2.9461004734,0.402731161565,0.239635151811,0,1,3,2,4,5,
4984,sextet_rand,24,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,BAGEL,BASE,TAXONOMIC,4.36719255336,CROUTONS,BAGEL,3.58883989789,0.348605185747,0.429747469723,5,1,4,2,0,3,
4984,sextet_rand,25,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,4.00263694115,HAPPY,SMILE,2.20466630906,0.224638194777,1.57333243731,1,5,2,0,4,3,
4984,sextet_rand,26,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,FOOT,SHOE,THEMATIC,BASE,4.17844455875,FOOT,SHOE,3.37481269892,0.423270494677,0.380361365154,2,1,4,0,5,3,
4984,sextet_rand,27,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,6.22252996638,ROCKET,MISSILE,5.69625359122,0.131243159063,0.395033216104,2,4,0,1,5,3,
4984,sextet_rand,28,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,3.98443029728,SNOW,RAIN,3.52750760876,0.0334154814482,0.423507207073,0,1,2,3,4,5,
4984,sextet_rand,29,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHOWER,SHAMPOO,THEMATIC,BASE,3.80937618483,SHOWER,SHAMPOO,1.98870833218,1.41197154392,0.408696308732,4,0,5,3,1,2,
4984,sextet_rand,30,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,8.49419707526,ERASER,PENCIL,PEN,ERASER,PEN,3.74915164337,1.95076453034,0.254352028482,1.32148757204,0.716569785029,0.501871515997,2,1,3,4,0,5,
4984,sextet_rand,31,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,3.49546671379,BEE,BUTTERFLY,3.07502915058,0.158428972587,0.262008590624,5,2,4,1,3,0,
4984,sextet_rand,32,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,ANTELOPE,CAMEL,TAXONOMIC,BASE,12.3317178404,ANTELOPE,CAMEL,11.6803981792,0.236803875305,0.414515785873,2,5,0,1,3,4,
4984,sextet_rand,33,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,AIRPLANE,BASE,TAXONOMIC,3.53959284071,SUBMARINE,AIRPLANE,3.23146609869,0.0861857421696,0.221940999851,2,1,0,3,4,5,
4984,sextet_rand,34,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,BANK,BASE,THEMATIC,5.06413542386,ROBBERY,BANK,3.84278636985,0.857283086516,0.3640659675,1,2,4,0,3,5,
4984,sextet_rand,35,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,BISCUITS,TOAST,BASE,TAXONOMIC,6.11434687581,BISCUITS,TOAST,5.716149332,0.130225131288,0.267972412519,1,4,0,2,3,5,
4984,sextet_rand,36,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,2.49928324111,CAKE,DONUT,2.05758495256,0.00629720557481,0.43540108297,1,0,2,4,5,3,
4984,sextet_rand,37,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,9.02590657398,MILK,COW,LEMONADE,LEMONADE,WINDOW,WINDOW,LEAF,LEAF,GUITAR,GUITAR,WINDOW,LEMONADE,COW,LEMONADE,2.91440620366,0.211499179713,1.3618607372,0.203068252653,0.189412774518,0.000428729690611,0.830064498819,0.044263520278,1.23316181824,0.000369469635189,0.251635963097,0.110349916853,0.275048947893,1.24618760962,0.154148952104,2,4,0,3,5,1,
4984,sextet_rand,38,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,6.22110241,NEEDLE,PIN,5.74035455845,0.18751477357,0.293233077973,1,2,5,0,3,4,
4984,sextet_rand,39,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,14.0191955362,MONKEY,BEAR,13.0499512339,0.405505825765,0.563738476485,4,1,0,2,3,5,
