
Wed, 17 Feb 2016 1:19:29 PM,
4747,
4747,sextet_base,1,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,BULLET,BASE,THEMATIC,9.49850557315,BULLET,8.64360932226,0.854896250894,0,1,3,5,4,2,
4747,sextet_base,2,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,2.36009794222,TROUT,DELIVERY,DELIVERY,DELIVERY,DELIVERY,TROUT,DELIVERY,0.000390656554373,1.12215267653,0.244637080061,0.170623223006,0.242898989454,0.0568219890556,0.422155060194,0.100418267364,0,2,5,4,1,3,
4747,sextet_base,3,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,BASE,THEMATIC,1.06869033384,JAZZ,0.790655097939,0.278035235897,0,1,4,2,5,3,
4747,sextet_base,4,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,3.94189248602,NEST,3.6652119676,0.276680518422,0,2,5,1,4,3,
4747,sextet_base,5,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,2.73768041382,SKY,SKY,BUFFALO,FARM,BUFFALO,FARM,0.000480375136249,0.919304591604,0.737664853761,0.363644971323,0.347766437699,0.0213573262736,0.347461858022,0,1,4,2,5,3,
4747,sextet_base,6,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,MISSILE,BASE,TAXONOMIC,1.05725204234,MISSILE,0.723486338276,0.333765704068,0,2,5,3,4,1,
4747,sextet_base,7,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,2.16381288745,THREAD,PIN,THREAD,PIN,0.054750185067,1.12378813702,0.614538515438,0.132335238945,0.23840081098,0,5,2,3,1,4,
4747,sextet_base,8,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,3.36991202943,BIKE,SEATBELT,2.25875136895,0.967579478747,0.143581181735,0,2,4,3,5,1,
4747,sextet_base,9,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,BUS,BASE,TAXONOMIC,1.93825507624,TRAILER,BUS,TRAILER,BUS,1.16848288858,0.480669121855,0.108579016582,0.0643037242262,0.116220324999,0,4,1,2,3,5,
4747,sextet_base,10,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,1.84011089348,SOFA,1.64588572434,0.194225169136,0,4,5,2,1,3,
4747,sextet_base,11,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,0.826144590581,ONION,0.712211923892,0.113932666689,0,1,3,4,5,2,
4747,sextet_base,12,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,BASE,TAXONOMIC,0.904384490816,MICROWAVE,0.731211406121,0.173173084695,0,4,3,1,2,5,
4747,sextet_base,13,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,BASE,TAXONOMIC,1.5367587954,BASEBALL,1.18072533666,0.356033458738,0,5,1,4,2,3,
4747,sextet_base,14,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,1.40413553003,PASTOR,1.29233028622,0.111805243811,0,5,1,2,3,4,
4747,sextet_base,15,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,1.47512378515,PILOT,1.30459822628,0.17052555886,0,3,2,4,1,5,
4747,sextet_base,16,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,BASE,TAXONOMIC,1.79575515234,DRESS,1.62763577301,0.168119379334,0,1,3,2,4,5,
4747,sextet_base,17,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,0.828353786521,RACOON,0.655795158236,0.172558628285,0,5,2,3,4,1,
4747,sextet_base,18,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,1.84086373501,JUICE,1.58873366359,0.252130071414,0,1,4,2,5,3,
4747,sextet_base,19,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,BISCUIT,BASE,TAXONOMIC,1.39047248253,BISCUIT,0.824054909084,0.566417573442,0,4,5,1,2,3,
4747,sextet_base,20,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,BAGEL,BASE,TAXONOMIC,1.7223984591,BAGEL,1.3981389519,0.324259507193,0,3,2,1,4,5,
4747,sextet_base,21,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,BASE,THEMATIC,2.19271154053,FLOSS,1.98111010026,0.211601440271,0,5,1,2,4,3,
4747,sextet_base,22,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,COURT,BASE,TAXONOMIC,1.29886749327,COURT,0.961928863428,0.336938629844,0,4,3,1,2,5,
4747,sextet_base,23,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,1.63929488479,CANOE,1.24142939248,0.397865492312,0,1,3,4,2,5,
4747,sextet_base,24,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,1.5718867652,FOOT,0.86791703249,0.703969732713,0,5,1,2,4,3,
4747,sextet_base,25,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,2.3801949045,KIDNEY,2.14638199059,0.23381291391,0,2,4,3,1,5,
4747,sextet_base,26,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,FIREMAN,BASE,TAXONOMIC,2.836663846,FIREMAN,2.59988790144,0.236775944562,0,2,3,5,1,4,
4747,sextet_base,27,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,1.93175229989,RAIN,1.54610277047,0.385649529417,0,4,3,5,1,2,
4747,sextet_base,28,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,BASE,TAXONOMIC,1.859637431,HONEY,BUTTERFLY,HONEY,BUTTERFLY,1.20982031123,0.35923584929,0.18404624844,0.0712431751017,0.0352918469434,0,1,3,4,2,5,
4747,sextet_base,29,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,1.67986787861,TABLET,1.15176477442,0.528103104196,0,1,2,3,4,5,
4747,sextet_base,30,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,1.0143980115,SMILE,0.87399372831,0.140404283185,0,2,5,3,4,1,
4747,sextet_base,31,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,BOWL,BASE,TAXONOMIC,1.02184432269,BOWL,0.81177736813,0.210066954562,0,4,2,1,3,5,
4747,sextet_base,32,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,BONE,BASE,THEMATIC,1.8650526592,BONE,1.51945204791,0.345600611283,0,1,5,2,4,3,
4747,sextet_base,33,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,0.765056168457,PEN,0.537765894755,0.227290273702,0,2,4,5,3,1,
4747,sextet_base,34,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,1.37304853809,ANTELOPE,1.21550568836,0.157542849731,0,2,3,1,5,4,
